"Table S2 Zricon composation of igneous rocks from diferent phases of the Guichon Greek batholith in the highland valley porphyry copper district, Canada",,,,,,,,,,,,,,,,,,,,,,,
Sample No.,Rock type,Zricon ID,Age,Ti,Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Y,Hf,Ce_zhong,Eu_zhong,Eu_Zhong/Y,Ce/Nd,(Ce/Nd)/Y
SB217,Bethsaida facies,RLP2L3-8,208.81,2.3,9.92,0.24,1.12,0.493,7.51,2.99,41.8,18.91,99.5,26.41,296.5,68.8,669,9340,3040.111729,0.473485953,0.000707752,41.33333333,0.061783757
SB217,Bethsaida facies,RLP2L3-9A,208.81,1.73,6.59,0.27,0.71,0.311,5.76,2.16,30.7,13.31,73.9,19.69,229,54,490,9430,2027.18616,0.370582775,0.000756291,24.40740741,0.049811036
SB217,Bethsaida facies,RLP2L3-9B,208.81,2.9,12.9,0.35,1.26,0.477,8.2,3.16,46.3,20.75,113.2,29.6,345,78.6,744,9640,2813.390905,0.383989127,0.000516114,36.85714286,0.049539171
SB217,Bethsaida facies,RLP2L3-10,208.81,3.3,7.16,0.4,1.15,0.51,6.4,2.11,25.4,10.7,57.2,14.7,173,39.9,393,10010,825.8385892,0.524334888,0.001334185,17.9,0.045547074
SB217,Bethsaida facies,RLP2L3-11,208.81,4.1,4.48,0.207,0.69,0.277,3.37,1.195,15.86,7.02,38.1,9.51,109.7,25.3,242.9,9420,1117.602524,0.496448068,0.002043837,21.64251208,0.089100503
SB217,Bethsaida facies,RLP2L3-12,208.81,3,6.78,0.156,0.59,0.247,4.06,1.6,23.43,10.2,57.2,14.52,168.5,40.1,362.5,10100,3430.160234,0.415968408,0.001147499,43.46153846,0.119893899
SB217,Bethsaida facies,RLP2L3-14,208.81,2,18.3,0.55,1.74,0.618,10.82,3.94,53,21.7,113.1,26.7,296,64.7,751,9670,1643.057781,0.385133976,0.000512828,33.27272727,0.044304564
SB217,Bethsaida facies,RLP2L3-15,208.81,2.6,10.5,0.4,1.12,0.383,7.92,3.06,46.1,19.74,112.9,28.57,309.3,75.5,688.6,9610,2059.22983,0.309078357,0.00044885,26.25,0.038120825
SB217,Bethsaida facies,RLP2L3-16,208.81,4.2,18.29,1.28,3.89,1.11,18.4,6.47,78.5,30.5,154.8,36.2,361,80.9,997,10100,455.9771589,0.375646055,0.000376776,14.2890625,0.014332059
SB217,Bethsaida facies,RLP2L3-17,208.81,3,7.7,0.34,1.23,0.432,6.3,2.4,32.9,14,78.6,20.3,215,52.3,483,9830,1298.074931,0.418657914,0.000866787,22.64705882,0.046888321
SB217,Bethsaida facies,RLP2L3-18A,208.81,10.2,8.26,0.62,1.68,0.508,8.29,2.78,35.5,13.74,69.9,15.85,154.4,34.11,441.8,8670,419.7669445,0.379998077,0.000860113,13.32258065,0.03015523
SB217,Bethsaida facies,RLP2L3-18B,208.81,3.3,6.18,0.28,0.99,0.426,5.41,1.87,25.1,10.57,57,14.53,155.7,37.93,353.7,10010,1120.842203,0.51864674,0.001466346,22.07142857,0.062401551
SB217,Bethsaida facies,RLP2L3-19,208.81,4,8.86,0.54,1.05,0.359,5.69,2.17,29.3,12.71,74,19.57,226,61.4,453,10920,1147.476508,0.330145852,0.000728799,16.40740741,0.036219442
SB217,Bethsaida facies,RLP2L3-20A,208.81,1.6,33.7,0.85,2.08,0.85,14.2,5.03,65.7,26.9,139,33.7,343,77.5,881,10750,1906.304223,0.401129017,0.000455311,39.64705882,0.045002337
SB217,Bethsaida facies,RLP2L3-20B,208.81,2.3,35.3,0.76,2.12,0.73,13.8,5.33,72.2,30.3,165.3,40.1,414,96.6,1011,11180,2682.210454,0.339646634,0.000335951,46.44736842,0.045942006
SB218,Bethsaida facies,RLP2L4-1,208.55,2.9,8.62,0.47,1.03,0.483,8.23,2.95,41.7,17.74,100.4,24.62,260.3,63.3,614,9130,1279.651942,0.391507529,0.000637634,18.34042553,0.0298704
SB218,Bethsaida facies,RLP2L4-2A,208.55,8.9,13.17,0.88,2.08,0.98,13.4,5.04,73.1,31.9,175.4,42.6,429.6,101.3,1088,8050,936.8332651,0.438985941,0.00040348,14.96590909,0.013755431
SB218,Bethsaida facies,RLP2L4-2B,208.55,4.2,7.8,0.38,1.24,0.544,6.43,2.31,35.6,15.79,90,22.91,247.7,59.8,549.6,9190,1343.86944,0.495271641,0.000901149,20.52631579,0.037347736
SB218,Bethsaida facies,RLP2L4-3,208.55,3.8,7.78,1.26,3.08,1.03,14.1,4.44,54.3,21.27,108.9,25.94,261.3,61,701,9920,188.1876579,0.437624318,0.000624286,6.174603175,0.008808278
SB218,Bethsaida facies,RLP2L4-4,208.55,4.8,9.72,0.54,1.37,0.492,8.19,2.86,40.9,17.8,99.2,24.66,255.7,61.9,605,9180,1060.363329,0.365647197,0.000604376,18,0.029752066
SB218,Bethsaida facies,RLP2L4-5,208.55,3.4,7.11,0.39,1.23,0.398,6.67,2.38,34,15.47,88.6,22.56,246.1,60.3,537,9340,1178.221972,0.359893649,0.000670193,18.23076923,0.033949291
SB218,Bethsaida facies,RLP2L4-6,208.55,2.5,6.77,0.88,2.06,0.77,10.1,3.12,42.3,16.8,89,21.8,228,55.6,559,9460,298.0249712,0.451487209,0.000807669,7.693181818,0.0137624
SB218,Bethsaida facies,RLP2L4-7A,208.55,3.8,9.27,0.25,0.54,0.293,4.84,1.56,21.64,8.89,45.98,10.58,102.1,22.27,282.5,9050,1867.681489,0.456661333,0.0016165,37.08,0.131256637
SB218,Bethsaida facies,RLP2L4-7B,208.55,3,7.86,0.229,0.83,0.41,5.95,2.29,32.78,13.94,80,20.8,227.9,56.54,480.5,10110,2649.236369,0.482946744,0.001005092,34.3231441,0.071432142
SB218,Bethsaida facies,RLP2L4-8,208.55,4.2,9.01,0.89,1.38,0.571,6.69,2.4,36.1,15.59,84.6,21.4,223,54.2,519,9590,565.0492348,0.402221613,0.000774993,10.12359551,0.019505964
SB218,Bethsaida facies,RLP2L4-9,208.55,3.3,4.54,0.37,0.87,0.304,4.09,1.51,22.6,9.37,54.2,14.19,154.9,38.8,325.2,10030,749.2624238,0.381965692,0.001174556,12.27027027,0.037731458
SB218,Bethsaida facies,RLP2L4-11B,208.55,3.9,8.4,0.38,1.02,0.54,7.33,2.88,43,18.71,105.1,26.64,284.2,70.7,640.1,9370,1755.22411,0.46668594,0.000729083,22.10526316,0.034534078
SB218,Bethsaida facies,RLP2L4-12,208.55,3.8,5.01,0.48,0.86,0.484,5.5,1.7,22.81,8.64,48.4,12.25,132.3,33.1,301.5,9520,497.7560966,0.549337732,0.001822016,10.4375,0.034618574
SB218,Bethsaida facies,RLP2L4-13A,208.55,2.9,5.39,0.44,1.14,0.47,5.8,2.22,31.1,12.9,71.3,18.3,198,47.8,440,9160,694.4003035,0.449190171,0.001020887,12.25,0.027840909
SB218,Bethsaida facies,RLP2L4-13B,208.55,4.4,11.75,1.16,1.51,0.88,8.73,3.21,48.3,21.13,116.7,30.2,319,79.1,711,10220,683.3407288,0.483608082,0.00068018,10.12931034,0.014246569
SB218,Bethsaida facies,RLP2L4-14,208.55,1.31,7.51,0.24,0.83,0.387,4.82,1.95,26.2,11.28,64.1,16.67,182.1,45.1,386,10820,2102.618451,0.501723416,0.001299802,31.29166667,0.081066494
SB218,Bethsaida facies,RLP2L4-15,208.55,5.3,7.68,0.8,1.99,0.83,9.29,3.32,44.5,18.32,101.1,24.5,258,62.4,621,8930,433.85736,0.492424165,0.000792954,9.6,0.015458937
SB218,Bethsaida facies,RLP2L4-16A,208.55,3.8,3.91,0.089,0.71,0.283,3.97,1.36,19.3,8.24,47.2,12.3,132,32.7,285,9870,2600.483579,0.580068155,0.002035327,43.93258427,0.154149418
SB218,Bethsaida facies,RLP2L4-16B,208.55,2,12.21,0.41,1.21,0.631,8.69,3.32,49.6,21.7,118.2,29.9,315,77.8,722,9980,2221.885683,0.478771218,0.000663118,29.7804878,0.041247213
SB218,Bethsaida facies,RLP2L4-17,208.55,2,18.23,0.98,2.78,0.88,13.63,4.54,59.2,23.8,127.7,30.68,322.1,77.1,795,12400,740.1492774,0.39468543,0.00049646,18.60204082,0.023398793
SB218,Bethsaida facies,RLP2L4-19,208.55,4.8,5.98,0.202,0.75,0.332,5.18,1.77,23.9,10.86,60.4,15.3,164,40.8,361,9610,1912.849618,0.470394595,0.001303032,29.6039604,0.08200543
KB132,Gump Lake stock,RLP2L5-3B,218.01,3.59,17.7,1.14,1.39,0.375,11.07,4.48,68.9,30.71,173.3,43.07,456,107.4,1026,9300,1375.381755,0.176986774,0.000172502,15.52631579,0.015132861
KB132,Gump Lake stock,RLP2L5-8,218.01,3,14.57,1.26,2.89,0.745,17.2,6.7,96.7,41.1,228.3,55.8,566,132.5,1360,9170,702.1536164,0.246160778,0.000181001,11.56349206,0.008502568
KB132,Gump Lake stock,RLP2L5-11B,218.01,3.7,12.37,0.249,1.33,0.262,8.55,3.57,55.9,25.74,147.3,38.58,410.4,98.5,855,9380,4448.699739,0.211353862,0.000247197,49.67871486,0.05810376
KB132,Gump Lake stock,RLP2L5-12A,218.01,6.1,16.74,1.01,2.42,0.468,16.9,6.88,96.2,40.6,220.7,53.1,532,121.8,1339,9500,1042.998383,0.17122853,0.000127878,16.57425743,0.012378086
KB132,Gump Lake stock,RLP2L5-12B,218.01,2.59,12.6,0.65,1.17,0.371,9.46,3.99,59.1,27.4,157.9,40,425,102.8,908,9580,1883.427529,0.225803783,0.000248683,19.38461538,0.021348695
KB132,Gump Lake stock,RLP2L5-16A,218.01,5,14.1,0.81,1.73,0.355,11.53,4.72,72.4,31.2,174.9,42.6,440,103.6,1039,9410,1293.530676,0.173678327,0.000167159,17.40740741,0.016754001
KB132,Gump Lake stock,RLP2L5-16B,218.01,4,11.83,0.43,0.89,0.327,7.92,3.24,50.5,23.42,137.4,35.66,378.9,93.9,793,9410,3031.639188,0.256780778,0.000323809,27.51162791,0.0346931
KB132,Gump Lake stock,RLP2L5-17,218.01,3.4,19.47,0.71,1.47,0.406,9.64,4.1,62.2,27.14,154.3,37.97,397,92.8,908,9630,2150.832937,0.229802573,0.000253087,27.42253521,0.03020103
KB132,Gump Lake stock,RLP2L5-18,218.01,12.6,14.53,1.85,1.77,0.291,8.67,3.35,48.5,21.48,123,30.47,322.4,76.2,728.9,9120,483.4991564,0.13518519,0.000185465,7.854054054,0.010775215
KB132,Gump Lake stock,RLP2L5-19,218.01,3.7,13.76,0.43,1.15,0.423,10.16,4.07,65.1,29.39,174,44.62,475,116.8,993,9280,3421.978171,0.278591828,0.000280556,32,0.032225579
SM056,Bethlehem porphyry,RLP2L6-1,209,5.2,5.74,1.22,2.47,0.91,10.7,3.32,42.7,16.95,87.2,21.32,215.8,52.3,549,8263,153.4040639,0.464837624,0.000846699,4.704918033,0.008569978
SM056,Bethlehem porphyry,RLP2L6-2A,209,6.7,9.45,0.52,0.93,0.376,5.55,1.712,24.47,10.39,57.4,15,164,42,347,10230,1030.705871,0.393090126,0.001132825,18.17307692,0.05237198
SM056,Bethlehem porphyry,RLP2L6-3A,209,10.1,16.11,3.93,6.6,2.04,31.3,9.83,129.4,48.6,234.2,49.5,445,94.1,1466,8640,99.8229422,0.360833683,0.000246135,4.099236641,0.002796205
SM056,Bethlehem porphyry,RLP2L6-3B,209,5.7,9.4,1.51,2.88,0.94,13.1,3.8,50.3,17.9,89,20,186,41.4,559,9260,149.0001643,0.416067009,0.000744306,6.225165563,0.011136253
SM056,Bethlehem porphyry,RLP2L6-4,209,6.7,10.65,0.45,1.17,0.323,7.47,2.69,35,13.69,68.6,15.27,146,31.87,433,10200,899.2243412,0.28987068,0.000669447,23.66666667,0.054657429
SM056,Bethlehem porphyry,RLP2L6-5,209,2.5,8.83,0.26,0.68,0.253,4.38,1.45,20,8.6,48.9,12.6,135,33.6,308,11970,2063.268344,0.377432542,0.00122543,33.96153846,0.110264735
SM056,Bethlehem porphyry,RLP2L6-6,209,7,10.25,0.85,2.28,0.68,12.2,4.09,52.4,19.6,95.8,20.6,186,40.2,596,9770,333.1074353,0.364081693,0.000610875,12.05882353,0.020232925
SM056,Bethlehem porphyry,RLP2L6-7A,209,6.9,10.48,1.57,3.89,1.12,18.3,5.45,68.1,24.52,115.4,24.12,220.6,46.4,735,9130,136.5159161,0.393864002,0.000535869,6.675159236,0.009081849
SM056,Bethlehem porphyry,RLP2L6-7B,209,5.3,6.38,0.31,0.85,0.343,5.54,2.02,27.31,10.68,55.3,12.68,123.1,28.21,330.3,9470,905.0512957,0.415787751,0.001258819,20.58064516,0.062308947
SM056,Bethlehem porphyry,RLP2L6-8,209,3.4,6.16,0.46,0.85,0.356,4.3,1.258,16.62,6.5,37.5,9.63,109.7,29.15,226.2,9796,600.7295619,0.473099917,0.002091512,13.39130435,0.059201169
SM056,Bethlehem porphyry,RLP2L6-9,209,3.8,7.23,1.05,2.11,0.8,8.9,2.42,31.4,12.53,64.7,16.05,171.5,43.1,403,10310,214.275129,0.506570552,0.001256999,6.885714286,0.01708614
SM056,Bethlehem porphyry,RLP2L6-10A,209,5.1,5.21,1.15,1.65,0.83,9.6,2.69,32.9,12.3,62.7,14.6,149,33.8,403,8670,133.6740064,0.529759822,0.001314541,4.530434783,0.011241774
SM056,Bethlehem porphyry,RLP2L6-10B,209,4,4.59,0.51,1.19,0.65,6.08,2.05,25.7,10.21,52.4,12.75,140.1,32.4,338,8430,346.6334625,0.639004668,0.001890546,9,0.026627219
SM056,Bethlehem porphyry,RLP2L6-11,209,6,9.31,0.82,2.14,0.59,10.5,3.48,43.7,16.9,83,18.4,181.3,38.3,529,9120,325.5610545,0.349258323,0.000660224,11.35365854,0.021462493
SM056,Bethlehem porphyry,RLP2L6-12A,209,6.2,10.83,2.27,4.46,1.38,21.4,6.04,70.9,25.3,119.5,25.14,241.5,49.2,780,9000,90.65130948,0.40831248,0.000523478,4.77092511,0.006116571
SM056,Bethlehem porphyry,RLP2L6-12B,209,6.1,7.52,0.43,1.06,0.346,6.12,2.01,27.8,10.88,56.6,12.76,129.4,28.05,352.2,9478,673.2800049,0.360462577,0.00102346,17.48837209,0.049654662
SM056,Bethlehem porphyry,RLP2L6-13,209,5,12.53,0.65,2.06,0.77,10.78,4.34,65,28.52,157.1,39.08,416.5,99.1,971,8950,1252.253149,0.404860095,0.000416952,19.27692308,0.01985265
SM056,Bethlehem porphyry,RLP2L6-14,209,5.9,7.02,0.184,0.78,0.225,3.66,1.25,17.97,7.25,40.5,10.13,107.7,25.55,250.2,9840,1806.299092,0.392758704,0.001569779,38.15217391,0.152486706
SM056,Bethlehem porphyry,RLP2L6-15,209,1.23,14.92,0.35,0.78,0.219,5.49,1.97,27.8,12.62,72.3,18.74,212.7,50.62,441,13370,3271.90886,0.246973038,0.00056003,42.62857143,0.096663427
SM056,Bethlehem porphyry,RLP2L6-16,209,8.7,7.7,0.53,1.3,0.416,6.6,2.2,29.9,11.2,56.9,13.22,128.6,27.56,360,8950,480.2279794,0.381491221,0.001059698,14.52830189,0.040356394
SM056,Bethlehem porphyry,RLP2L6-18A,209,8.5,9.74,0.91,2.99,0.94,14.6,4.41,53.1,19.5,94.1,20,190.7,38.8,605,9190,234.3685387,0.453953372,0.000750336,10.7032967,0.0176914
SM056,Bethlehem porphyry,RLP2L6-18B,209,7.8,10.11,0.35,0.85,0.387,6.26,2.11,28.25,11.34,55.6,12.68,125.4,26.65,353.3,9410,1204.438946,0.440712759,0.001247418,28.88571429,0.081759735
SM056,Bethlehem porphyry,RLP2L6-19,209,11.5,17.6,4.67,7.98,2.14,34.3,9.98,123,46.1,218,46,434,88.7,1400,8610,75.96121066,0.348531228,0.000248951,3.768736617,0.002691955
SM056,Bethlehem porphyry,RLP2L6-20,209,4.2,4.78,0.64,1.61,0.495,7.1,2.06,27.5,11,57.1,13.8,148,34,364,9460,246.8972793,0.413267085,0.001135349,7.46875,0.020518544
SM056,Bethlehem porphyry,RLP2L6-21,209,4.5,3.8,0.39,0.76,0.265,3.72,1.38,19.5,7.92,43.9,11.18,125.3,30,277,9410,529.5260615,0.363199554,0.00131119,9.743589744,0.035175414
SM056,Bethlehem porphyry,RLP2L6-22A,209,5,11.36,3.3,5.68,1.49,22.42,6.42,72.7,25.95,117.2,24.8,230.7,47.17,786.4,9130,54.00638081,0.374031422,0.000475625,3.442424242,0.004377447
SM056,Bethlehem porphyry,RLP2L6-22B,209,4.9,7.7,0.4,0.81,0.337,6.39,2.13,29.4,11.51,59,13.03,134.4,28.73,367.6,9220,871.2833735,0.367852893,0.001000688,19.25,0.052366703
SM056,Bethlehem porphyry,RLP2L6-23,209,7.1,11.66,1.53,3.21,1.1,16.1,4.77,59.9,23.63,119.3,26.54,254.1,55.2,751.3,9040,210.7074112,0.419430203,0.000558273,7.620915033,0.010143638
SM056,Bethlehem porphyry,RLP2L6-24,209,9.4,7.68,0.57,1.4,0.399,7,2.21,28.7,11.28,57.5,13.24,130,28.5,364,9210,428.1849598,0.351250061,0.000964973,13.47368421,0.037015616
MA121,QFPQ,RLP2L7-1A,206.95,2.8,10.66,0.65,1.56,0.55,10.2,3.41,45.1,18.52,100.3,25.3,271.1,62.9,636,10589,844.0563296,0.355216195,0.000558516,16.4,0.025786164
MA121,QFPQ,RLP2L7-1B,206.95,3.3,16.3,0.64,1.19,0.383,9.61,3.74,53.9,22.73,128.7,31.62,338,76.3,774,10550,1905.08419,0.246286562,0.0003182,25.46875,0.032905362
MA121,QFPQ,RLP2L7-2A,206.95,4,16.3,0.95,2.17,0.74,13.6,4.76,63.9,26.9,146.5,35.8,382,88.4,921,10087,910.5856429,0.337905525,0.00036689,17.15789474,0.018629636
MA121,QFPQ,RLP2L7-2B,206.95,1.09,18.77,0.4,1.56,0.356,9.88,3.86,54.7,23.45,128.7,31.1,316,69.7,777,10920,2791.547135,0.245337352,0.000315749,46.925,0.060392535
MA121,QFPQ,RLP2L7-3B,206.95,1.7,24.98,0.44,1.52,0.555,14,5.28,81,35.07,196.6,47.8,496.3,108,1186,10420,4596.079593,0.30693329,0.000258797,56.77272727,0.047869079
MA121,QFPQ,RLP2L7-4,206.95,2.7,29.69,0.69,2.05,0.572,17.29,6.61,97.8,42.45,236,56,571.7,125.1,1429,10280,3125.014631,0.237527971,0.00016622,43.02898551,0.030111256
MA121,QFPQ,RLP2L7-5,206.95,2,6.31,0.46,1.37,0.5,7.84,2.68,36.8,14.97,82.6,21.49,231.6,55.4,526,10420,727.1599773,0.409585896,0.00077868,13.7173913,0.026078691
MA121,QFPQ,RLP2L7-6A,206.95,4.5,7.71,0.9,1.87,0.87,9.16,2.78,32.6,12.43,64.4,15.5,166.4,37.85,425.1,9760,258.938704,0.577416592,0.001358308,8.566666667,0.020152121
MA121,QFPQ,RLP2L7-6B,206.95,1.3,24.9,0.91,3.9,0.88,23.6,8.41,114,43.7,221,49.7,483,102,1416,10930,1031.259113,0.278230971,0.000196491,27.36263736,0.019323896
MA121,QFPQ,RLP2L7-7A,206.95,5.8,61.3,1.26,3.41,0.85,26.5,10.74,155.1,64.2,331,74.5,730,152.4,2060,10730,2790.498966,0.217569231,0.000105616,48.65079365,0.02361689
MA121,QFPQ,RLP2L7-7B,206.95,4.7,25.94,0.99,2.74,0.88,19.6,6.74,92.5,38.28,203.3,48.2,502.1,113.2,1287,9988,1369.126873,0.315997183,0.00024553,26.2020202,0.02035899
MA121,QFPQ,RLP2L7-8,206.95,2.9,15.92,0.41,1.37,0.497,9.78,3.7,55.9,24.25,138.2,34,365,86.4,833,10160,2918.573869,0.345254348,0.000414471,38.82926829,0.046613767
MA121,QFPQ,RLP2L7-10A,206.95,8.9,9.48,0.82,2.36,0.68,10.96,3.34,40.2,15.95,81.9,18.76,189.5,43,521,8450,330.6436715,0.398334953,0.000764558,11.56097561,0.022189972
MA121,QFPQ,RLP2L7-10B,206.95,5.3,6.08,0.24,0.71,0.198,2.85,1.01,13.51,5.53,31.8,8.19,92.5,21.98,198.8,9810,1182.065107,0.371880542,0.001870626,25.33333333,0.127431254
MA121,QFPQ,RLP2L7-11,206.95,1.4,13.9,0.31,1.45,0.402,8.7,3.17,44.5,18.5,100.7,24.4,253,57.7,628,10360,2381.117112,0.334330497,0.000532373,44.83870968,0.071399219
MA121,QFPQ,RLP2L7-12,206.95,1.6,28.75,0.28,1.54,0.328,14.96,5.68,88.7,37.94,203,47.9,479,104.1,1214,13620,7805.345382,0.198582044,0.000163577,102.6785714,0.084578724
MA121,QFPQ,RLP2L7-14,206.95,2.9,32.4,0.58,2.05,0.489,14.8,5.97,92.6,41.5,228,54.7,560,123.2,1381,10438,4214.778703,0.222237677,0.000160925,55.86206897,0.040450448
SB123,Border facies,RLP2L8-9,211.02,8.6,14.63,2.25,4.23,1.32,24.1,7.08,86.9,29.9,139,29.13,270.7,51.8,924,9580,132.9419069,0.364888898,0.000394901,6.502222222,0.007037037
SB123,Border facies,RLP2L8-10,211.02,7.2,15.28,1.97,4.56,1.22,22.5,6.79,81.2,28.4,132.9,28.9,270,52.1,901,9870,154.8130293,0.35403924,0.00039294,7.756345178,0.008608596
SB123,Border facies,RLP2L8-11,211.02,8.4,10.22,0.44,0.8,0.308,5.04,1.83,25,9.91,53.6,13.36,140.5,29.7,344,10370,1182.735972,0.354670466,0.001031019,23.22727273,0.067521142
SB123,Border facies,RLP2L8-12,211.02,9.1,8.38,0.214,0.67,0.225,4.08,1.49,20.45,8,42.5,10.27,106.9,21.84,276.5,10590,1815.088779,0.367353174,0.001328583,39.1588785,0.14162343
SB123,Border facies,RLP2L8-13,211.02,10.1,11.75,0.45,1.61,0.498,8.91,2.91,39.2,14.6,70.6,16.32,150.7,30.37,454.8,9460,782.0820436,0.398886062,0.000877058,26.11111111,0.057412294
SB123,Border facies,RLP2L8-14,211.02,11.2,10.67,0.94,2.32,0.66,11.9,3.72,47,17.4,83.4,19.1,178,35.8,554,9170,290.4314495,0.358108122,0.000646405,11.35106383,0.020489285
SB123,Border facies,RLP2L8-15,211.02,14.9,13.26,2.64,5.05,1.43,22.1,6.62,83.8,30.5,145,31.9,293.9,59.9,967,8320,106.8898258,0.370043498,0.000382672,5.022727273,0.005194134
SB123,Border facies,RLP2L8-16,211.02,6.2,11.4,0.45,1.42,0.325,7.19,2.41,33.16,13.25,69.7,16.66,172.6,36.67,451.7,9750,1001.081071,0.285357184,0.00063174,25.33333333,0.056084422
MA121,QFPQ,RLP2L7-1C,206.95,2.16,20.92,1.01,1.9,0.53,8.51,3.28,51.4,22.78,132.1,35.6,389,96.1,836,11228,1471.248583,0.281231034,0.000336401,20.71287129,0.024776162
MA121,QFPQ,RLP2L7-2C,206.95,3.38,15,0.42,1.36,0.449,8.75,3.41,50.02,21.08,115.2,29.52,308.2,72.72,726.7,10341,2382.583219,0.330933357,0.000455392,35.71428571,0.049145845
MA121,QFPQ,RLP2L7-3C,206.95,2.9,35.91,0.79,2.63,0.609,18.9,7.42,113.1,47.68,255.9,62,613,134.8,1631,10460,2968.006833,0.219342707,0.000134484,45.4556962,0.027869832
MA121,QFPQ,RLP2L7-4C,206.95,6.1,22.5,1.54,1.99,0.88,13.09,5.14,76.2,32.2,175.2,43.5,442,104.2,1129,9670,967.7459238,0.3389903,0.000300257,14.61038961,0.012941001
MA121,QFPQ,RLP2L7-5C,206.95,3,7.83,0.34,0.98,0.422,6.35,2.33,34,14.77,81,21.5,225,54.6,524,10250,1578.855195,0.423269022,0.000807765,23.02941176,0.043949259
MA121,QFPQ,RLP2L7-6C,206.95,2.19,31.4,1.66,5.64,1.29,33.2,11.29,147.8,57.5,280.1,64,620,124.3,1858,10720,634.5863589,0.276459419,0.000148794,18.91566265,0.010180658
MA121,QFPQ,RLP2L7-7C,206.95,2.72,35.4,1.36,4.38,0.95,24.6,8.71,118.3,48.8,247,57.7,582,121.7,1623,10540,1073.368294,0.253090817,0.00015594,26.02941176,0.016037838
MA121,QFPQ,RLP2L7-8C,206.95,2.5,37.3,0.82,2.42,0.68,18.8,7.08,100.4,42.5,226,53.7,542,114.9,1430,10580,2731.147901,0.256657729,0.000179481,45.48780488,0.031809654
MA121,QFPQ,RLP2L7-10C,206.95,13,8.62,0.65,0.87,0.439,4.23,1.39,17.7,7.52,40.7,10.4,112.6,25.33,261.7,9700,575.6790628,0.511488581,0.001954484,13.26153846,0.050674583
MA121,QFPQ,RLP2L7-12C,206.95,2.8,15.82,0.64,1.73,0.399,11.91,4.38,66.2,28.8,157.1,40.5,425,97.5,992,10070,1735.853466,0.213939733,0.000215665,24.71875,0.024918095
MA121,QFPQ,RLP2L7-13C,206.95,3.9,30.9,0.52,2.06,0.52,15.37,6.25,95.4,42,229.6,56.2,559,123.3,1378,10660,4410.803302,0.239669389,0.000173926,59.42307692,0.043122697
MA121,QFPQ,RLP2L7-14C,206.95,3.25,23.6,0.66,2.29,0.597,17.6,6.44,98.8,42.4,232.4,56.5,565,126.1,1408,10280,2430.6921,0.245727375,0.000174522,35.75757576,0.025396006
MA121,QFPQ,RLP2L7-15C,206.95,3,26.9,0.68,2.09,0.693,13.18,5.16,72.8,29.2,156.9,37.7,376,83.8,956,10470,2114.330953,0.340188356,0.000355846,39.55882353,0.041379523
SB123,Border facies,RLP2L8-1C,211.02,3.9,5.3,0.155,0.62,0.215,3.23,1.181,15.7,6.73,37.7,9.33,101.7,24.7,223,10380,1826.708567,0.432164771,0.001937959,34.19354839,0.153334298
SB123,Border facies,RLP2L8-1D,211.02,6.4,3.6,0.24,0.6,0.238,2.74,0.929,11.91,4.95,26.7,6.55,68.7,16.26,161.5,9510,604.7944004,0.490772683,0.00303884,15,0.092879257
SB123,Border facies,RLP2L8-2C,211.02,8.9,9.33,0.37,1.11,0.388,7.38,2.5,33.3,12.82,67.2,15.31,144.8,30.83,434,9940,983.2288366,0.378973574,0.000873211,25.21621622,0.058101881
SB123,Border facies,RLP2L8-2D,211.02,8.8,11.92,0.44,1.45,0.378,7.71,2.64,35.4,13.15,68.3,15.54,148.3,30.81,456,9530,898.2829108,0.327159081,0.000717454,27.09090909,0.059409888
SB123,Border facies,RLP2L8-3C,211.02,18.4,16.88,2.25,4.16,1.27,18.6,6.07,78.6,32.45,180.7,42.1,399,86.3,1157,7640,260.4437167,0.35749693,0.000308986,7.502222222,0.006484202
SB123,Border facies,RLP2L8-3D,211.02,13.3,10.35,1.57,3.09,0.721,12.85,3.97,50.3,19.16,99.4,22.4,216,49.3,670,7822,175.8176047,0.304652665,0.000454705,6.592356688,0.009839338
SB123,Border facies,RLP2L8-4C,211.02,11.9,13.43,3.94,5.83,1.49,24.67,7.18,87.3,30.95,152.6,31.26,274.5,56.5,1059,8277,61.71403838,0.326263231,0.000308086,3.408629442,0.003218725
SB123,Border facies,RLP2L8-5C,211.02,7.5,11.8,0.66,1.67,0.52,10.6,3.34,43.7,16.7,85,19.7,182,39,546,11080,606.964839,0.342945027,0.000628104,17.87878788,0.032745033
SB123,Border facies,RLP2L8-6C,211.02,10.4,13.47,0.48,1.61,0.447,8.24,2.8,35.3,13.2,67.9,15.04,137.3,28.75,426.6,10290,807.1203041,0.365782467,0.000857437,28.0625,0.065781763
SB123,Border facies,RLP2L8-6D,211.02,8.9,14.54,1.45,3.51,0.95,18.8,5.92,73.7,26.1,124.1,26.3,232,46.3,811,10368,221.8572438,0.337155107,0.000415728,10.02758621,0.012364471
SB123,Border facies,RLP2L8-7C,211.02,8.7,17.12,3.34,5.93,1.6,27.6,8.32,96.9,33.83,158.3,33.48,293.7,59.61,1049.7,10280,91.98981451,0.346299551,0.000329903,5.125748503,0.00488306
SB123,Border facies,RLP2L8-8C,211.02,8.6,15.48,1.25,3.52,0.97,21.01,6.49,78.6,28.73,136.9,28.88,253.2,50.96,896,10378,286.8627053,0.341142821,0.00038074,12.384,0.013821429
